"smoke","sex","age","edu","weight","height","bmi","sport","marital","region","wkabint","income","ls"
"NO","FEMALE",31,"SECONDARY",58,164,21.5645449137418,"YES","MARRIED","Mazowieckie","NO",1000,"MIXED"
"YES","MALE",54,"PRIMARY/NO EDUCATION",70,175,22.8571428571429,"YES","MARRIED","Lodzkie","NO",1250,"MOSTLY DISSATISFIED"
"NO","FEMALE",68,"PRIMARY/NO EDUCATION",59,167,21.1552942020151,"YES","MARRIED","Mazowieckie","NO",830,"MOSTLY DISSATISFIED"
"NO","MALE",28,"SECONDARY",80,185,23.3747260774288,"YES","SINGLE","Mazowieckie","NO",12000,"PLEASED"
"NO","MALE",48,"POST-SECONDARY OR HIGHER",89,181,27.1664479106254,"NO","MARRIED","Dolnoslaskie","NO",4000,"PLEASED"
"NO","FEMALE",78,"SECONDARY",70,158,28.0403781445281,"YES","WIDOWED","Pomorskie","NO",1700,"MIXED"
"NO","MALE",50,"SECONDARY",78,176,25.1807851239669,"YES","MARRIED","Podlaskie","NO",2000,"PLEASED"
"NO","FEMALE",82,"SECONDARY",56,170,19.3771626297578,"YES","WIDOWED","Lodzkie","NO",1900,"MOSTLY DISSATISFIED"
"NO","MALE",74,"POST-SECONDARY OR HIGHER",60,170,20.7612456747405,"NO","SINGLE","Kujawsko-pomorskie","YES",1800,"MOSTLY SATISFIED"
"NO","FEMALE",18,"VOCATIONAL/GRAMMAR",62,162,23.6244474927602,"NO","SINGLE","Lodzkie","NO",NA,"PLEASED"
"NO","FEMALE",33,"POST-SECONDARY OR HIGHER",52,156,21.3675213675214,"YES","MARRIED","Slaskie","NO",1300,"MIXED"
"NO","FEMALE",63,"SECONDARY",95,164,35.3212373587151,"YES","MARRIED","Lubelskie","NO",1700,"MOSTLY DISSATISFIED"
"YES","FEMALE",41,"PRIMARY/NO EDUCATION",50,164,18.5901249256395,"NO","MARRIED","Kujawsko-pomorskie","NO",-8,"DELIGHTED"
"NO","FEMALE",61,"PRIMARY/NO EDUCATION",70,160,27.34375,"YES","MARRIED","Podlaskie","NO",2500,"MOSTLY SATISFIED"
"YES","MALE",69,"PRIMARY/NO EDUCATION",87,175,28.4081632653061,"YES","MARRIED","Mazowieckie","NO",1200,"MIXED"
"NO","MALE",24,"SECONDARY",65,173,21.7180660897457,"NO","SINGLE","Dolnoslaskie","NO",-8,"PLEASED"
"YES","MALE",31,"VOCATIONAL/GRAMMAR",98,176,31.6373966942149,"YES","MARRIED","Mazowieckie","NO",2000,"PLEASED"
"YES","FEMALE",34,"VOCATIONAL/GRAMMAR",50,159,19.7776986669831,"YES","MARRIED","Slaskie","NO",1480,"PLEASED"
"NO","MALE",51,"VOCATIONAL/GRAMMAR",95,170,32.8719723183391,"YES","SINGLE","Dolnoslaskie","NO",NA,"MIXED"
"YES","FEMALE",59,"PRIMARY/NO EDUCATION",80,158,32.0461464508893,"YES","MARRIED","Pomorskie","NO",-8,"DELIGHTED"
"YES","FEMALE",70,"SECONDARY",56,167,20.0796012764889,"YES","WIDOWED","Pomorskie","NO",2300,"MIXED"
"NO","FEMALE",60,"SECONDARY",59,152,25.536703601108,"YES","MARRIED","Podkarpackie","NO",700,"MOSTLY SATISFIED"
"YES","MALE",75,"PRIMARY/NO EDUCATION",42,180,12.962962962963,"YES","MARRIED","Mazowieckie","NO",2550,"MOSTLY SATISFIED"
"NO","MALE",27,"VOCATIONAL/GRAMMAR",85,178,26.8274207802045,"YES","SINGLE","Slaskie","NO",1200,"PLEASED"
"NO","FEMALE",17,"VOCATIONAL/GRAMMAR",53,164,19.7055324211779,"NO","SINGLE","Opolskie","NO",NA,"PLEASED"
"YES","MALE",62,"POST-SECONDARY OR HIGHER",80,172,27.0416441319632,"NO","MARRIED","Slaskie","NO",-8,"PLEASED"
"NO","FEMALE",61,"PRIMARY/NO EDUCATION",87,158,34.8501842653421,"YES","WIDOWED","Dolnoslaskie","NO",1080,"TERRIBLE"
"NO","FEMALE",23,"POST-SECONDARY OR HIGHER",53,170,18.3391003460208,"NO","SINGLE","Malopolskie","NO",1200,"PLEASED"
"YES","MALE",78,"PRIMARY/NO EDUCATION",93,176,30.0232438016529,"YES","MARRIED","Wielkopolskie","NO",900,"PLEASED"
"YES","MALE",54,"VOCATIONAL/GRAMMAR",85,182,25.6611520347784,"YES","DIVORCED","Zachodnio-pomorskie","YES",1200,"MIXED"
"NO","MALE",21,"SECONDARY",74,170,25.6055363321799,"YES","SINGLE","Kujawsko-pomorskie","NO",1500,"PLEASED"
"NO","MALE",24,"SECONDARY",84,182,25.3592561284869,"YES","SINGLE","Pomorskie","NO",1800,"MOSTLY SATISFIED"
"NO","FEMALE",66,"SECONDARY",76,158,30.4438391283448,"YES","MARRIED","Slaskie","NO",1500,"PLEASED"
"NO","FEMALE",33,"VOCATIONAL/GRAMMAR",64,160,25,"YES","MARRIED","Podlaskie","NO",1500,"PLEASED"
"YES","MALE",78,"POST-SECONDARY OR HIGHER",70,178,22.0931700542861,"YES","MARRIED","Lodzkie","NO",1800,"PLEASED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",70,160,27.34375,"YES","MARRIED","Malopolskie","NO",NA,"PLEASED"
"YES","FEMALE",27,"VOCATIONAL/GRAMMAR",56,156,23.0111768573307,"YES","MARRIED","Zachodnio-pomorskie","NO",NA,"PLEASED"
"NO","MALE",26,"POST-SECONDARY OR HIGHER",90,192,24.4140625,"NO","SINGLE","Slaskie","NO",-8,"MOSTLY SATISFIED"
"YES","FEMALE",65,"PRIMARY/NO EDUCATION",67,160,26.171875,"YES","WIDOWED","Dolnoslaskie","NO",500,"MIXED"
"NO","MALE",44,"VOCATIONAL/GRAMMAR",92,187,26.3090165575224,"NO","MARRIED","Kujawsko-pomorskie","YES",1600,"MOSTLY SATISFIED"
"YES","MALE",22,"SECONDARY",62,180,19.1358024691358,"YES","SINGLE","Opolskie","YES",900,"MOSTLY SATISFIED"
"YES","MALE",56,"VOCATIONAL/GRAMMAR",80,185,23.3747260774288,"YES","MARRIED","Slaskie","NO",-8,"PLEASED"
"YES","MALE",23,"VOCATIONAL/GRAMMAR",90,199,22.7266988207368,"NO","SINGLE","Wielkopolskie","YES",1200,"MOSTLY SATISFIED"
"NO","MALE",63,"POST-SECONDARY OR HIGHER",95,181,28.9978938371845,"YES","MARRIED","Pomorskie","NO",-8,"MOSTLY SATISFIED"
"NO","MALE",30,"POST-SECONDARY OR HIGHER",83,185,24.2512783053324,"YES","MARRIED","Mazowieckie","NO",3000,"MOSTLY SATISFIED"
"YES","FEMALE",57,"VOCATIONAL/GRAMMAR",65,167,23.3066800530675,"YES","MARRIED","Dolnoslaskie","NO",1200,"PLEASED"
"NO","FEMALE",53,"SECONDARY",85,163,31.9921713274869,"NO","MARRIED","Pomorskie","NO",485,"PLEASED"
"NO","FEMALE",72,"PRIMARY/NO EDUCATION",77,168,27.281746031746,"YES","WIDOWED","Lubuskie","NO",1150,"MOSTLY SATISFIED"
"YES","FEMALE",25,"POST-SECONDARY OR HIGHER",100,170,34.6020761245675,"YES","SINGLE","Zachodnio-pomorskie","NO",NA,"PLEASED"
"NO","FEMALE",41,"SECONDARY",58,162,22.1002895900015,"YES","MARRIED","Podlaskie","NO",1500,"MIXED"
"NO","MALE",51,"VOCATIONAL/GRAMMAR",70,170,24.2214532871972,"YES","MARRIED","Pomorskie","YES",1500,"MOSTLY SATISFIED"
"NO","MALE",26,"SECONDARY",80,178,25.2493372048984,"YES","MARRIED","Podkarpackie","NO",1400,"MOSTLY SATISFIED"
"NO","FEMALE",39,"SECONDARY",73,170,25.2595155709343,"YES","SINGLE","Wielkopolskie","NO",870,"MOSTLY SATISFIED"
"NO","MALE",70,"PRIMARY/NO EDUCATION",73,165,26.8135904499541,"YES","MARRIED","Slaskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",36,"SECONDARY",70,164,26.0261748958953,"NO","MARRIED","Opolskie","NO",NA,"PLEASED"
"NO","FEMALE",47,"SECONDARY",70,165,25.7116620752984,"NO","MARRIED","Malopolskie","NO",500,"PLEASED"
"NO","FEMALE",64,"SECONDARY",81,170,28.0276816608997,"YES","MARRIED","Slaskie","NO",1682,"MOSTLY SATISFIED"
"YES","MALE",19,"VOCATIONAL/GRAMMAR",83,186,23.9912128569777,"NO","SINGLE","Lubuskie","NO",2000,"PLEASED"
"NO","MALE",65,"PRIMARY/NO EDUCATION",68,170,23.5294117647059,"YES","MARRIED","Lodzkie","NO",1300,"UNHAPPY"
"NO","FEMALE",48,"VOCATIONAL/GRAMMAR",62,164,23.051754907793,"YES","WIDOWED","Dolnoslaskie","NO",930,"PLEASED"
"NO","FEMALE",71,"PRIMARY/NO EDUCATION",60,155,24.9739854318418,"YES","MARRIED","Mazowieckie","NO",736,"MOSTLY SATISFIED"
"NO","FEMALE",19,"VOCATIONAL/GRAMMAR",55,168,19.4869614512472,"NO","SINGLE","Dolnoslaskie","NO",NA,"PLEASED"
"NO","FEMALE",44,"POST-SECONDARY OR HIGHER",68,162,25.9106843468983,"YES","MARRIED","Zachodnio-pomorskie","NO",3000,"PLEASED"
"NO","MALE",75,"PRIMARY/NO EDUCATION",70,170,24.2214532871972,"YES","MARRIED","Podkarpackie","NO",1000,"PLEASED"
"NO","FEMALE",27,"POST-SECONDARY OR HIGHER",65,176,20.9839876033058,"YES","MARRIED","Malopolskie","NO",3000,"PLEASED"
"NO","FEMALE",20,"SECONDARY",56,156,23.0111768573307,"NO","SINGLE","Podlaskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",25,"SECONDARY",52,170,17.9930795847751,"NO","SINGLE","Lubelskie","NO",NA,"MOSTLY SATISFIED"
"YES","FEMALE",49,"VOCATIONAL/GRAMMAR",51,159,20.1732526403228,"YES","MARRIED","Opolskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",30,"SECONDARY",59,163,22.206330686138,"YES","MARRIED","Lubuskie","NO",-8,"MOSTLY SATISFIED"
"NO","FEMALE",36,"POST-SECONDARY OR HIGHER",50,176,16.1415289256198,"NO","DIVORCED","Opolskie","NO",-8,"MIXED"
"YES","MALE",56,"VOCATIONAL/GRAMMAR",70,180,21.6049382716049,"YES","MARRIED","Warminsko-mazurskie","YES",2750,"PLEASED"
"YES","FEMALE",51,"VOCATIONAL/GRAMMAR",66,158,26.4380708219837,"YES","MARRIED","Malopolskie","NO",NA,"PLEASED"
"NO","MALE",57,"POST-SECONDARY OR HIGHER",90,170,31.1418685121107,"YES","MARRIED","Pomorskie","NO",5000,"PLEASED"
"NO","FEMALE",26,"VOCATIONAL/GRAMMAR",60,160,23.4375,"YES","SINGLE","Lubuskie","NO",800,"MIXED"
"NO","MALE",40,"VOCATIONAL/GRAMMAR",82,166,29.7575845550878,"NO","MARRIED","Slaskie","NO",-8,"PLEASED"
"NO","FEMALE",84,"PRIMARY/NO EDUCATION",60,160,23.4375,"YES","MARRIED","Mazowieckie","NO",158,"PLEASED"
"YES","FEMALE",48,"VOCATIONAL/GRAMMAR",74,166,26.8544055741036,"YES","MARRIED","Podkarpackie","NO",300,"MIXED"
"NO","FEMALE",68,"SECONDARY",76,164,28.256989886972,"YES","DIVORCED","Dolnoslaskie","NO",1256,"MOSTLY DISSATISFIED"
"NO","MALE",58,"POST-SECONDARY OR HIGHER",82,182,24.7554643159039,"NO","MARRIED","Swietokrzyskie","NO",-8,"DELIGHTED"
"NO","MALE",21,"SECONDARY",100,185,29.218407596786,"YES","SINGLE","Podkarpackie","NO",1000,"PLEASED"
"NO","FEMALE",75,"VOCATIONAL/GRAMMAR",70,165,25.7116620752984,"YES","WIDOWED","Mazowieckie","NO",1500,"MIXED"
"NO","FEMALE",68,"VOCATIONAL/GRAMMAR",67,162,25.5296448712087,"YES","MARRIED","Slaskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",50,"POST-SECONDARY OR HIGHER",75,165,27.5482093663912,"NO","DIVORCED","Lubelskie","YES",980,"MIXED"
"NO","FEMALE",47,"VOCATIONAL/GRAMMAR",80,164,29.7441998810232,"YES","MARRIED","Slaskie","NO",-8,"MOSTLY DISSATISFIED"
"NO","MALE",50,"VOCATIONAL/GRAMMAR",85,180,26.2345679012346,"YES","DIVORCED","Dolnoslaskie","NO",1800,"MOSTLY DISSATISFIED"
"NO","MALE",28,"SECONDARY",80,176,25.8264462809917,"NO","SINGLE","Lubuskie","NO",1200,"PLEASED"
"NO","MALE",58,"SECONDARY",64,168,22.6757369614512,"NO","MARRIED","Wielkopolskie","NO",1000,"PLEASED"
"NO","FEMALE",73,"PRIMARY/NO EDUCATION",68,168,24.092970521542,"YES","WIDOWED","Opolskie","NO",1200,"MIXED"
"YES","FEMALE",36,"VOCATIONAL/GRAMMAR",55,165,20.2020202020202,"NO","MARRIED","Pomorskie","NO",NA,"MOSTLY SATISFIED"
"NO","MALE",50,"VOCATIONAL/GRAMMAR",96,176,30.9917355371901,"YES","MARRIED","Malopolskie","NO",2000,"MIXED"
"NO","FEMALE",29,"POST-SECONDARY OR HIGHER",73,172,24.6755002704164,"YES","SINGLE","Mazowieckie","NO",2600,"PLEASED"
"YES","MALE",30,"VOCATIONAL/GRAMMAR",78,175,25.469387755102,"YES","MARRIED","Mazowieckie","NO",1500,"PLEASED"
"NO","FEMALE",54,"SECONDARY",54,152,23.3725761772853,"YES","MARRIED","Lubelskie","NO",NA,"MIXED"
"YES","FEMALE",42,"PRIMARY/NO EDUCATION",58,163,21.8299521999323,"YES","SINGLE","Warminsko-mazurskie","NO",500,"MOSTLY DISSATISFIED"
"NO","MALE",50,"SECONDARY",90,185,26.2965668371074,"YES","MARRIED","Lodzkie","NO",1500,"PLEASED"
"YES","MALE",58,"PRIMARY/NO EDUCATION",70,176,22.5981404958678,"YES","MARRIED","Opolskie","YES",1000,"MOSTLY SATISFIED"
"NO","FEMALE",89,"PRIMARY/NO EDUCATION",58,160,22.65625,"YES","WIDOWED","Warminsko-mazurskie","NO",1200,"MIXED"
"YES","FEMALE",30,"SECONDARY",76,170,26.2975778546713,"YES","MARRIED","Kujawsko-pomorskie","NO",-8,"PLEASED"
"NO","FEMALE",45,"POST-SECONDARY OR HIGHER",55,159,21.7554685336814,"NO","MARRIED","Mazowieckie","NO",-8,"MOSTLY SATISFIED"
"NO","MALE",21,"SECONDARY",70,177,22.343515592582,"NO","SINGLE","Lubelskie","NO",NA,"DELIGHTED"
"NO","FEMALE",78,"PRIMARY/NO EDUCATION",80,155,33.2986472424558,"YES","MARRIED","Zachodnio-pomorskie","NO",1500,"MIXED"
"NO","FEMALE",62,"VOCATIONAL/GRAMMAR",90,164,33.4622248661511,"YES","WIDOWED","Podlaskie","NO",1200,"MIXED"
"NO","FEMALE",47,"VOCATIONAL/GRAMMAR",48,152,20.7756232686981,"YES","WIDOWED","Swietokrzyskie","NO",1800,"MOSTLY DISSATISFIED"
"NO","FEMALE",25,"VOCATIONAL/GRAMMAR",65,170,22.4913494809689,"YES","MARRIED","Pomorskie","NO",-8,"DELIGHTED"
"NO","FEMALE",48,"SECONDARY",65,167,23.3066800530675,"NO","MARRIED","Pomorskie","NO",1500,"MOSTLY SATISFIED"
"NO","MALE",37,"VOCATIONAL/GRAMMAR",84,174,27.7447483154974,"YES","MARRIED","Lubuskie","YES",1100,"PLEASED"
"NO","MALE",35,"VOCATIONAL/GRAMMAR",74,172,25.013520822066,"YES","MARRIED","Podkarpackie","NO",1200,"MOSTLY SATISFIED"
"NO","MALE",82,"PRIMARY/NO EDUCATION",92,165,33.7924701561065,"YES","MARRIED","Podlaskie","NO",800,"MOSTLY DISSATISFIED"
"NO","FEMALE",61,"POST-SECONDARY OR HIGHER",65,164,24.1671624033314,"YES","MARRIED","Zachodnio-pomorskie","NO",2000,"DELIGHTED"
"YES","FEMALE",44,"SECONDARY",80,158,32.0461464508893,"NO","SINGLE","Lodzkie","NO",2500,"MOSTLY SATISFIED"
"YES","MALE",58,"VOCATIONAL/GRAMMAR",70,176,22.5981404958678,"YES","MARRIED","Mazowieckie","NO",1000,"MIXED"
"NO","FEMALE",47,"POST-SECONDARY OR HIGHER",68,165,24.9770431588613,"NO","DIVORCED","Mazowieckie","NO",1500,"MOSTLY DISSATISFIED"
"NO","MALE",29,"SECONDARY",79,184,23.3341209829868,"NO","SINGLE","Dolnoslaskie","NO",2300,"MOSTLY SATISFIED"
"NO","FEMALE",75,"PRIMARY/NO EDUCATION",84,175,27.4285714285714,"YES","MARRIED","Podlaskie","NO",700,"MIXED"
"NO","MALE",76,"SECONDARY",75,168,26.5731292517007,"YES","MARRIED","Slaskie","NO",1300,"PLEASED"
"NO","FEMALE",33,"POST-SECONDARY OR HIGHER",60,170,20.7612456747405,"YES","MARRIED","Mazowieckie","NO",2000,"DELIGHTED"
"YES","FEMALE",21,"SECONDARY",69,166,25.0399187109885,"NO","SINGLE","Podkarpackie","NO",1300,"PLEASED"
"NO","MALE",72,"PRIMARY/NO EDUCATION",86,176,27.7634297520661,"YES","MARRIED","Podkarpackie","NO",700,"MOSTLY SATISFIED"
"NO","MALE",66,"PRIMARY/NO EDUCATION",90,168,31.8877551020408,"YES","MARRIED","Podlaskie","NO",750,"DELIGHTED"
"NO","FEMALE",35,"POST-SECONDARY OR HIGHER",56,164,20.8209399167162,"YES","MARRIED","Wielkopolskie","NO",1200,"MOSTLY SATISFIED"
"NO","FEMALE",53,"POST-SECONDARY OR HIGHER",54,158,21.6311488543503,"NO","MARRIED","Slaskie","NO",1100,"MOSTLY SATISFIED"
"NO","FEMALE",80,"POST-SECONDARY OR HIGHER",88,158,35.2507610959782,"YES","MARRIED","Dolnoslaskie","NO",1670,"PLEASED"
"NO","FEMALE",22,"SECONDARY",76,175,24.8163265306122,"NO","SINGLE","Swietokrzyskie","YES",1000,"MOSTLY SATISFIED"
"YES","MALE",54,"VOCATIONAL/GRAMMAR",80,177,25.5354463915222,"YES","MARRIED","Podlaskie","NO",1400,"MIXED"
"NO","MALE",20,"VOCATIONAL/GRAMMAR",65,175,21.2244897959184,"NO","SINGLE","Podlaskie","YES",2000,"PLEASED"
"YES","MALE",64,"VOCATIONAL/GRAMMAR",90,170,31.1418685121107,"YES","MARRIED","Kujawsko-pomorskie","NO",1000,"MIXED"
"NO","MALE",64,"PRIMARY/NO EDUCATION",120,176,38.7396694214876,"YES","MARRIED","Zachodnio-pomorskie","NO",940,"PLEASED"
"YES","MALE",59,"VOCATIONAL/GRAMMAR",67,167,24.023808670085,"NO","MARRIED","Wielkopolskie","NO",1000,"MOSTLY SATISFIED"
"NO","FEMALE",34,"POST-SECONDARY OR HIGHER",79,163,29.7339004102526,"NO","MARRIED","Lodzkie","NO",1800,"PLEASED"
"NO","FEMALE",54,"SECONDARY",73,161,28.1624937309517,"YES","MARRIED","Dolnoslaskie","NO",-8,"PLEASED"
"NO","FEMALE",76,"PRIMARY/NO EDUCATION",58,165,21.3039485766759,"YES","WIDOWED","Zachodnio-pomorskie","NO",1500,"MOSTLY SATISFIED"
"NO","FEMALE",22,"SECONDARY",54,168,19.1326530612245,"YES","SINGLE","Swietokrzyskie","NO",700,"PLEASED"
"NO","MALE",45,"SECONDARY",104,176,33.5743801652893,"YES","MARRIED","Malopolskie","NO",3000,"DELIGHTED"
"NO","FEMALE",34,"POST-SECONDARY OR HIGHER",70,170,24.2214532871972,"NO","MARRIED","Wielkopolskie","NO",1400,"PLEASED"
"YES","MALE",42,"VOCATIONAL/GRAMMAR",83,190,22.9916897506925,"YES","MARRIED","Wielkopolskie","NO",2500,"MOSTLY SATISFIED"
"NO","MALE",64,"SECONDARY",80,172,27.0416441319632,"YES","MARRIED","Warminsko-mazurskie","NO",2900,"MOSTLY SATISFIED"
"NO","FEMALE",27,"POST-SECONDARY OR HIGHER",63,169,22.0580511886839,"NO","SINGLE","Malopolskie","NO",-8,"MOSTLY SATISFIED"
"NO","MALE",24,"SECONDARY",78,182,23.5478806907378,"NO","MARRIED","Lubelskie","NO",2700,"PLEASED"
"NO","MALE",39,"SECONDARY",95,186,27.4598219447335,"NO","MARRIED","Lodzkie","NO",2000,"MOSTLY SATISFIED"
"NO","MALE",18,"VOCATIONAL/GRAMMAR",65,186,18.788299225344,"NO","SINGLE","Pomorskie","NO",-8,"MOSTLY SATISFIED"
"YES","FEMALE",62,"PRIMARY/NO EDUCATION",93,170,32.1799307958478,"YES","MARRIED","Warminsko-mazurskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",26,"SECONDARY",66,163,24.8409800895781,"NO","MARRIED","Opolskie","NO",1000,"PLEASED"
"NO","MALE",62,"PRIMARY/NO EDUCATION",65,175,21.2244897959184,"YES","SINGLE","Podlaskie","NO",NA,"MIXED"
"YES","MALE",63,"VOCATIONAL/GRAMMAR",100,170,34.6020761245675,"NO","MARRIED","Pomorskie","NO",1900,"MOSTLY SATISFIED"
"NO","FEMALE",88,"PRIMARY/NO EDUCATION",62,160,24.21875,"YES","WIDOWED","Opolskie","NO",900,"MIXED"
"NO","MALE",82,"POST-SECONDARY OR HIGHER",97,176,31.3145661157025,"YES","WIDOWED","Mazowieckie","NO",800,"MIXED"
"YES","FEMALE",69,"SECONDARY",60,160,23.4375,"YES","MARRIED","Kujawsko-pomorskie","NO",1050,"MOSTLY SATISFIED"
"NO","FEMALE",75,"PRIMARY/NO EDUCATION",80,164,29.7441998810232,"NO","WIDOWED","Kujawsko-pomorskie","NO",1180,"MOSTLY SATISFIED"
"NO","FEMALE",35,"SECONDARY",57,160,22.265625,"YES","SINGLE","Lodzkie","NO",2000,"MOSTLY SATISFIED"
"NO","MALE",29,"POST-SECONDARY OR HIGHER",64,180,19.7530864197531,"NO","SINGLE","Mazowieckie","NO",3500,"PLEASED"
"NO","FEMALE",47,"SECONDARY",70,170,24.2214532871972,"YES","MARRIED","Wielkopolskie","NO",2200,"PLEASED"
"NO","MALE",57,"VOCATIONAL/GRAMMAR",85,165,31.2213039485767,"NO","SINGLE","Malopolskie","NO",900,"MOSTLY SATISFIED"
"NO","FEMALE",47,"SECONDARY",72,178,22.7244034844085,"YES","DIVORCED","Swietokrzyskie","NO",3000,"MIXED"
"NO","FEMALE",65,"PRIMARY/NO EDUCATION",80,162,30.4831580551745,"YES","MARRIED","Swietokrzyskie","NO",750,"PLEASED"
"NO","FEMALE",30,"POST-SECONDARY OR HIGHER",63,164,23.4235574063058,"NO","MARRIED","Dolnoslaskie","NO",1700,"PLEASED"
"NO","FEMALE",74,"PRIMARY/NO EDUCATION",60,150,26.6666666666667,"YES","MARRIED","Lodzkie","NO",690,"DELIGHTED"
"NO","FEMALE",46,"VOCATIONAL/GRAMMAR",63,164,23.4235574063058,"YES","WIDOWED","Slaskie","NO",NA,"MOSTLY SATISFIED"
"YES","FEMALE",52,"SECONDARY",82,168,29.0532879818594,"YES","MARRIED","Slaskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",23,"SECONDARY",50,165,18.3654729109275,"NO","SINGLE","Lubuskie","NO",1200,"PLEASED"
"NO","FEMALE",28,"SECONDARY",50,160,19.53125,"NO","MARRIED","Zachodnio-pomorskie","NO",1500,"PLEASED"
"NO","FEMALE",80,"PRIMARY/NO EDUCATION",52,160,20.3125,"YES","WIDOWED","Lubuskie","NO",1600,"MIXED"
"NO","FEMALE",81,"PRIMARY/NO EDUCATION",80,163,30.1102788964583,"YES","WIDOWED","Mazowieckie","NO",1100,"MOSTLY SATISFIED"
"NO","FEMALE",20,"VOCATIONAL/GRAMMAR",56,164,20.8209399167162,"YES","SINGLE","Zachodnio-pomorskie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",57,"VOCATIONAL/GRAMMAR",60,160,23.4375,"YES","MARRIED","Mazowieckie","NO",NA,"MOSTLY SATISFIED"
"YES","FEMALE",51,"SECONDARY",70,160,27.34375,"YES","MARRIED","Podlaskie","NO",2500,"MOSTLY SATISFIED"
"YES","MALE",39,"PRIMARY/NO EDUCATION",90,178,28.4055043555107,"YES","SINGLE","Lubuskie","YES",1400,"MOSTLY SATISFIED"
"NO","FEMALE",64,"PRIMARY/NO EDUCATION",93,160,36.328125,"NO","WIDOWED","Lodzkie","NO",670,"MIXED"
"YES","FEMALE",26,"POST-SECONDARY OR HIGHER",55,160,21.484375,"YES","SINGLE","Swietokrzyskie","NO",1600,"MOSTLY SATISFIED"
"YES","FEMALE",61,"PRIMARY/NO EDUCATION",56,160,21.875,"YES","MARRIED","Warminsko-mazurskie","NO",NA,"PLEASED"
"NO","FEMALE",20,"SECONDARY",50,160,19.53125,"YES","SINGLE","Slaskie","NO",NA,"PLEASED"
"NO","FEMALE",62,"SECONDARY",79,166,28.6688924372188,"NO","MARRIED","Kujawsko-pomorskie","NO",1400,"MOSTLY SATISFIED"
"NO","MALE",56,"VOCATIONAL/GRAMMAR",88,175,28.734693877551,"YES","MARRIED","Mazowieckie","NO",2000,"PLEASED"
"NO","FEMALE",24,"POST-SECONDARY OR HIGHER",NA,174,NA,"NO","SINGLE","Lodzkie","NO",1100,"PLEASED"
"NO","FEMALE",83,"SECONDARY",67,158,26.8386476526198,"YES","WIDOWED","Malopolskie","NO",1600,"PLEASED"
"YES","MALE",52,"VOCATIONAL/GRAMMAR",115,182,34.7180292235237,"YES","MARRIED","Lubelskie","NO",1700,"MIXED"
"YES","MALE",53,"SECONDARY",95,176,30.6689049586777,"NO","MARRIED","Swietokrzyskie","NO",2100,"PLEASED"
"YES","MALE",44,"VOCATIONAL/GRAMMAR",83,174,27.4144536926939,"YES","MARRIED","Kujawsko-pomorskie","NO",890,"MIXED"
"NO","FEMALE",20,"SECONDARY",52,167,18.645344042454,"YES","SINGLE","Pomorskie","NO",NA,"DELIGHTED"
"NO","MALE",55,"POST-SECONDARY OR HIGHER",76,169,26.609712545079,"NO","MARRIED","Mazowieckie","NO",7700,"PLEASED"
"NO","MALE",54,"SECONDARY",88,184,25.992438563327,"YES","MARRIED","Lodzkie","NO",2000,"PLEASED"
"NO","FEMALE",20,"VOCATIONAL/GRAMMAR",56,166,20.3222528668892,"NO","SINGLE","Mazowieckie","NO",NA,"MOSTLY SATISFIED"
"NO","FEMALE",52,"VOCATIONAL/GRAMMAR",100,164,37.180249851279,"YES","MARRIED","Slaskie","YES",1200,"PLEASED"
"NO","MALE",56,"POST-SECONDARY OR HIGHER",93,172,31.4359113034073,"YES","MARRIED","Wielkopolskie","NO",1300,"MOSTLY SATISFIED"
"YES","FEMALE",40,"SECONDARY",63,170,21.7993079584775,"YES","MARRIED","Warminsko-mazurskie","NO",NA,"PLEASED"
"YES","MALE",22,"SECONDARY",85,187,24.3072435585805,"NO","SINGLE","Mazowieckie","NO",1500,"MOSTLY SATISFIED"
"NO","FEMALE",70,"PRIMARY/NO EDUCATION",50,158,20.0288415318058,"YES","WIDOWED","Pomorskie","NO",1450,"PLEASED"
"NO","MALE",58,"SECONDARY",98,187,28.0248219851869,"YES","MARRIED","Wielkopolskie","NO",2000,"MOSTLY SATISFIED"
"NO","FEMALE",33,"SECONDARY",59,170,20.4152249134948,"YES","MARRIED","Slaskie","NO",1200,"PLEASED"
"YES","MALE",52,"VOCATIONAL/GRAMMAR",85,174,28.075042938301,"NO","SINGLE","Warminsko-mazurskie","YES",-8,"MIXED"
"NO","FEMALE",71,"PRIMARY/NO EDUCATION",70,160,27.34375,"YES","MARRIED","Podkarpackie","NO",800,"MOSTLY SATISFIED"
"NO","MALE",26,"PRIMARY/NO EDUCATION",70,160,27.34375,"NO","SINGLE","Kujawsko-pomorskie","YES",NA,"MOSTLY SATISFIED"
"NO","FEMALE",60,"PRIMARY/NO EDUCATION",95,167,34.0636093083294,"NO","WIDOWED","Pomorskie","NO",810,"PLEASED"
